,State,County,State code,County code,Year span,Measure name,Measure id,Numerator,Denominator,Raw value,Confidence Interval Lower Bound,Confidence Interval Upper Bound,Data Release Year,fipscode,year_2,raw_value
226941,NH,New Hampshire,33.0,0.0,2007,Adult obesity,11.0,59033.34,239608.0,0.25,,,,33000.0,2007.0,0.25
226942,NH,New Hampshire,33.0,0.0,2008,Adult obesity,11.0,65167.08,253455.0,0.26,,,2011.0,33000.0,2008.0,0.26
226943,NH,New Hampshire,33.0,0.0,2009,Adult obesity,11.0,70564.0,264491.0,0.27,,,2012.0,33000.0,2009.0,0.27
226944,NH,New Hampshire,33.0,0.0,2010,Adult obesity,11.0,266497.0,992157.978,0.268603394,,,2014.0,33000.0,2010.0,0.268603394
227015,NJ,New Jersey,34.0,0.0,2004,Adult obesity,11.0,284859.9,1333260.0,0.21,,,,34000.0,2004.0,0.21
227016,NJ,New Jersey,34.0,0.0,2005,Adult obesity,11.0,311978.2,1394490.0,0.22,,,,34000.0,2005.0,0.22
227017,NJ,New Jersey,34.0,0.0,2006,Adult obesity,11.0,328797.4,1441970.0,0.23,,,,34000.0,2006.0,0.23
227018,NJ,New Jersey,34.0,0.0,2007,Adult obesity,11.0,350274.0,1487830.0,0.24,,,,34000.0,2007.0,0.24
227019,NJ,New Jersey,34.0,0.0,2008,Adult obesity,11.0,374385.7,1537500.0,0.24,,,2011.0,34000.0,2008.0,0.24
227020,NJ,New Jersey,34.0,0.0,2009,Adult obesity,11.0,396138.89,1588093.0,0.25,,,2012.0,34000.0,2009.0,0.25
227021,NJ,New Jersey,34.0,0.0,2010,Adult obesity,11.0,1591693.0,6509936.293,0.244502086,,,2014.0,34000.0,2010.0,0.244502086
227169,NM,New Mexico,35.0,0.0,2004,Adult obesity,11.0,49709.28,254146.2,0.2,,,,35000.0,2004.0,0.2
227170,NM,New Mexico,35.0,0.0,2005,Adult obesity,11.0,55544.76,271475.0,0.2,,,,35000.0,2005.0,0.2
227171,NM,New Mexico,35.0,0.0,2006,Adult obesity,11.0,62355.37,288700.7,0.22,,,,35000.0,2006.0,0.22
227172,NM,New Mexico,35.0,0.0,2007,Adult obesity,11.0,70023.28,308183.2,0.23,,,,35000.0,2007.0,0.23
227173,NM,New Mexico,35.0,0.0,2008,Adult obesity,11.0,76831.29,323244.2,0.24,,,2011.0,35000.0,2008.0,0.24
227174,NM,New Mexico,35.0,0.0,2009,Adult obesity,11.0,83825.47,339571.0,0.25,,,2012.0,35000.0,2009.0,0.25
227175,NM,New Mexico,35.0,0.0,2010,Adult obesity,11.0,349463.0,1484688.188,0.235378043,,,2014.0,35000.0,2010.0,0.235378043
227407,NY,New York,36.0,0.0,2004,Adult obesity,11.0,617709.07,2919067.4,0.21,,,,36000.0,2004.0,0.21
227408,NY,New York,36.0,0.0,2005,Adult obesity,11.0,668032.15,3041998.0,0.22,,,,36000.0,2005.0,0.22
227409,NY,New York,36.0,0.0,2006,Adult obesity,11.0,752549.1,3227956.9,0.23,,,,36000.0,2006.0,0.23
227410,NY,New York,36.0,0.0,2007,Adult obesity,11.0,815504.77,3385792.0,0.24,,,,36000.0,2007.0,0.24
227411,NY,New York,36.0,0.0,2008,Adult obesity,11.0,882272.33,3537800.0,0.25,,,2011.0,36000.0,2008.0,0.25
227412,NY,New York,36.0,0.0,2009,Adult obesity,11.0,907615.92,3575089.0,0.25,,,2012.0,36000.0,2009.0,0.25
227413,NY,New York,36.0,0.0,2010,Adult obesity,11.0,3552158.0,14514205.55,0.244736647,,,2014.0,36000.0,2010.0,0.244736647
227848,NC,North Carolina,37.0,0.0,2004,Adult obesity,11.0,403246.54,1565558.5,0.26,,,,37000.0,2004.0,0.26
227849,NC,North Carolina,37.0,0.0,2005,Adult obesity,11.0,434326.76,1640651.0,0.26,,,,37000.0,2005.0,0.26
227850,NC,North Carolina,37.0,0.0,2006,Adult obesity,11.0,485218.83,1755508.4,0.28,,,,37000.0,2006.0,0.28
227851,NC,North Carolina,37.0,0.0,2007,Adult obesity,11.0,529144.53,1853301.0,0.29,,,,37000.0,2007.0,0.29
227852,NC,North Carolina,37.0,0.0,2008,Adult obesity,11.0,562798.23,1928118.0,0.29,,,2011.0,37000.0,2008.0,0.29
227853,NC,North Carolina,37.0,0.0,2009,Adult obesity,11.0,596300.59,2000574.0,0.3,,,2012.0,37000.0,2009.0,0.3
227854,NC,North Carolina,37.0,0.0,2010,Adult obesity,11.0,2028957.0,7004384.602,0.289669559,,,2014.0,37000.0,2010.0,0.289669559
228555,ND,North Dakota,38.0,0.0,2004,Adult obesity,11.0,30378.42,119705.0,0.25,,,,38000.0,2004.0,0.25
228556,ND,North Dakota,38.0,0.0,2005,Adult obesity,11.0,32104.58,123715.0,0.26,,,,38000.0,2005.0,0.26
228557,ND,North Dakota,38.0,0.0,2006,Adult obesity,11.0,32931.68,123529.2,0.27,,,,38000.0,2006.0,0.27
228558,ND,North Dakota,38.0,0.0,2007,Adult obesity,11.0,36072.89,130177.5,0.28,,,,38000.0,2007.0,0.28
228559,ND,North Dakota,38.0,0.0,2008,Adult obesity,11.0,38018.03,133892.7,0.28,,,2011.0,38000.0,2008.0,0.28
228560,ND,North Dakota,38.0,0.0,2009,Adult obesity,11.0,42641.95,142264.0,0.3,,,2012.0,38000.0,2009.0,0.3
228561,ND,North Dakota,38.0,0.0,2010,Adult obesity,11.0,148927.0,502477.6272,0.296385335,,,2014.0,38000.0,2010.0,0.296385335
228933,OH,Ohio,39.0,0.0,2004,Adult obesity,11.0,555796.94,2152296.0,0.26,,,,39000.0,2004.0,0.26
228934,OH,Ohio,39.0,0.0,2005,Adult obesity,11.0,578756.64,2200444.0,0.26,,,,39000.0,2005.0,0.26
228935,OH,Ohio,39.0,0.0,2006,Adult obesity,11.0,652233.49,2336233.0,0.28,,,,39000.0,2006.0,0.28
228936,OH,Ohio,39.0,0.0,2007,Adult obesity,11.0,715201.5,2448388.0,0.29,,,,39000.0,2007.0,0.29
228937,OH,Ohio,39.0,0.0,2008,Adult obesity,11.0,737452.69,2489246.0,0.3,,,2011.0,39000.0,2008.0,0.3
228938,OH,Ohio,39.0,0.0,2009,Adult obesity,11.0,787878.78,2579930.0,0.31,,,2012.0,39000.0,2009.0,0.31
228939,OH,Ohio,39.0,0.0,2010,Adult obesity,11.0,2553461.0,8478301.312,0.301176015,,,2014.0,39000.0,2010.0,0.301176015
229556,OK,Oklahoma,40.0,0.0,2004,Adult obesity,11.0,167408.33,652237.1,0.26,,,,40000.0,2004.0,0.26
229557,OK,Oklahoma,40.0,0.0,2005,Adult obesity,11.0,186396.17,692869.0,0.27,,,,40000.0,2005.0,0.27
229558,OK,Oklahoma,40.0,0.0,2006,Adult obesity,11.0,200714.54,720353.7,0.28,,,,40000.0,2006.0,0.28
229559,OK,Oklahoma,40.0,0.0,2007,Adult obesity,11.0,224611.67,765602.3,0.29,,,,40000.0,2007.0,0.29
229560,OK,Oklahoma,40.0,0.0,2008,Adult obesity,11.0,241313.39,795504.8,0.3,,,2011.0,40000.0,2008.0,0.3
229561,OK,Oklahoma,40.0,0.0,2009,Adult obesity,11.0,266189.1,839797.0,0.32,,,2012.0,40000.0,2009.0,0.32
229562,OK,Oklahoma,40.0,0.0,2010,Adult obesity,11.0,872231.0,2719452.255,0.320737751,,,2014.0,40000.0,2010.0,0.320737751
230102,OR,Oregon,41.0,0.0,2004,Adult obesity,11.0,137193.62,597636.4,0.23,,,,41000.0,2004.0,0.23
230103,OR,Oregon,41.0,0.0,2005,Adult obesity,11.0,149395.76,628538.0,0.24,,,,41000.0,2005.0,0.24
230104,OR,Oregon,41.0,0.0,2006,Adult obesity,11.0,169327.42,675073.2,0.25,,,,41000.0,2006.0,0.25
230105,OR,Oregon,41.0,0.0,2007,Adult obesity,11.0,184167.49,711464.8,0.26,,,,41000.0,2007.0,0.26
230106,OR,Oregon,41.0,0.0,2008,Adult obesity,11.0,180845.57,710135.4,0.25,,,2011.0,41000.0,2008.0,0.25
230107,OR,Oregon,41.0,0.0,2009,Adult obesity,11.0,196357.38,743464.0,0.26,,,2012.0,41000.0,2009.0,0.26
230108,OR,Oregon,41.0,0.0,2010,Adult obesity,11.0,746771.0,2869791.152,0.260217891,,,2014.0,41000.0,2010.0,0.260217891
230361,PA,Pennsylvania,42.0,0.0,2004,Adult obesity,11.0,559730.34,2258897.0,0.25,,,,42000.0,2004.0,0.25
230362,PA,Pennsylvania,42.0,0.0,2005,Adult obesity,11.0,579462.25,2302706.0,0.25,,,,42000.0,2005.0,0.25
230363,PA,Pennsylvania,42.0,0.0,2006,Adult obesity,11.0,634875.27,2413162.0,0.26,,,,42000.0,2006.0,0.26
230364,PA,Pennsylvania,42.0,0.0,2007,Adult obesity,11.0,687735.83,2519430.0,0.27,,,,42000.0,2007.0,0.27
230365,PA,Pennsylvania,42.0,0.0,2008,Adult obesity,11.0,742209.1,2617351.0,0.28,,,2011.0,42000.0,2008.0,0.28
230366,PA,Pennsylvania,42.0,0.0,2009,Adult obesity,11.0,805966.64,2745196.0,0.29,,,2012.0,42000.0,2009.0,0.29
230367,PA,Pennsylvania,42.0,0.0,2010,Adult obesity,11.0,2744912.0,9542029.616,0.287665425,,,2014.0,42000.0,2010.0,0.287665425
230837,RI,Rhode Island,44.0,0.0,2004,Adult obesity,11.0,31721.9,158410.0,0.2,,,,44000.0,2004.0,0.2
230838,RI,Rhode Island,44.0,0.0,2005,Adult obesity,11.0,35097.38,167361.0,0.21,,,,44000.0,2005.0,0.21
230839,RI,Rhode Island,44.0,0.0,2006,Adult obesity,11.0,38872.9,175815.0,0.22,,,,44000.0,2006.0,0.22
230840,RI,Rhode Island,44.0,0.0,2007,Adult obesity,11.0,40577.79,177871.0,0.23,,,,44000.0,2007.0,0.23
230841,RI,Rhode Island,44.0,0.0,2008,Adult obesity,11.0,45346.4,188142.0,0.24,,,2011.0,44000.0,2008.0,0.24
230842,RI,Rhode Island,44.0,0.0,2009,Adult obesity,11.0,52417.72,202340.0,0.26,,,2012.0,44000.0,2009.0,0.26
230843,RI,Rhode Island,44.0,0.0,2010,Adult obesity,11.0,205960.0,791050.5001,0.260362644,,,2014.0,44000.0,2010.0,0.260362644
230879,SC,South Carolina,45.0,0.0,2004,Adult obesity,11.0,212211.89,799000.0,0.27,,,,45000.0,2004.0,0.27
230880,SC,South Carolina,45.0,0.0,2005,Adult obesity,11.0,236950.93,850868.0,0.28,,,,45000.0,2005.0,0.28
230881,SC,South Carolina,45.0,0.0,2006,Adult obesity,11.0,264114.76,905907.0,0.29,,,,45000.0,2006.0,0.29
230882,SC,South Carolina,45.0,0.0,2007,Adult obesity,11.0,279953.98,941284.0,0.3,,,,45000.0,2007.0,0.3
230883,SC,South Carolina,45.0,0.0,2008,Adult obesity,11.0,299995.47,981838.0,0.31,,,2011.0,45000.0,2008.0,0.31
230884,SC,South Carolina,45.0,0.0,2009,Adult obesity,11.0,336268.66,1051209.0,0.32,,,2012.0,45000.0,2009.0,0.32
230885,SC,South Carolina,45.0,0.0,2010,Adult obesity,11.0,1076888.0,3413373.943,0.315490778,,,2014.0,45000.0,2010.0,0.315490778
231208,SD,South Dakota,46.0,0.0,2004,Adult obesity,11.0,35584.8,139195.1,0.26,,,,46000.0,2004.0,0.26
231209,SD,South Dakota,46.0,0.0,2005,Adult obesity,11.0,38173.83,145430.0,0.26,,,,46000.0,2005.0,0.26
231210,SD,South Dakota,46.0,0.0,2006,Adult obesity,11.0,40395.48,149943.8,0.27,,,,46000.0,2006.0,0.27
231211,SD,South Dakota,46.0,0.0,2007,Adult obesity,11.0,44227.12,158360.5,0.28,,,,46000.0,2007.0,0.28
231212,SD,South Dakota,46.0,0.0,2008,Adult obesity,11.0,47860.61,166073.9,0.29,,,2011.0,46000.0,2008.0,0.29
231213,SD,South Dakota,46.0,0.0,2009,Adult obesity,11.0,53665.25,176244.0,0.3,,,2012.0,46000.0,2009.0,0.3
231214,SD,South Dakota,46.0,0.0,2010,Adult obesity,11.0,177413.0,589630.3381,0.30088852,,,2014.0,46000.0,2010.0,0.30088852
231677,TN,Tennessee,47.0,0.0,2004,Adult obesity,11.0,305456.67,1147825.9,0.27,,,,47000.0,2004.0,0.27
231678,TN,Tennessee,47.0,0.0,2005,Adult obesity,11.0,338708.01,1217859.0,0.28,,,,47000.0,2005.0,0.28
231679,TN,Tennessee,47.0,0.0,2006,Adult obesity,11.0,376354.29,1290381.0,0.29,,,,47000.0,2006.0,0.29
231680,TN,Tennessee,47.0,0.0,2007,Adult obesity,11.0,414635.62,1365623.0,0.3,,,,47000.0,2007.0,0.3
231681,TN,Tennessee,47.0,0.0,2008,Adult obesity,11.0,448117.88,1428194.0,0.31,,,2011.0,47000.0,2008.0,0.31
231682,TN,Tennessee,47.0,0.0,2009,Adult obesity,11.0,476705.79,1482023.0,0.32,,,2012.0,47000.0,2009.0,0.32
231683,TN,Tennessee,47.0,0.0,2010,Adult obesity,11.0,1501347.0,4684035.054,0.320524288,,,2014.0,47000.0,2010.0,0.320524288
232349,TX,Texas,48.0,0.0,2004,Adult obesity,11.0,898560.89,3728962.68,0.24,,,,48000.0,2004.0,0.24
232350,TX,Texas,48.0,0.0,2005,Adult obesity,11.0,962636.71,3905315.0,0.25,,,,48000.0,2005.0,0.25
232351,TX,Texas,48.0,0.0,2006,Adult obesity,11.0,1079016.62,4188160.14,0.26,,,,48000.0,2006.0,0.26
232352,TX,Texas,48.0,0.0,2007,Adult obesity,11.0,1174479.73,4407374.91,0.27,,,,48000.0,2007.0,0.27
232353,TX,Texas,48.0,0.0,2008,Adult obesity,11.0,1242498.61,4564094.17,0.27,,,2011.0,48000.0,2008.0,0.27
232354,TX,Texas,48.0,0.0,2009,Adult obesity,11.0,1424968.53,4931749.0,0.29,,,2012.0,48000.0,2009.0,0.29
232355,TX,Texas,48.0,0.0,2010,Adult obesity,11.0,5079172.0,17617733.32,0.288298836,,,2014.0,48000.0,2010.0,0.288298836
234134,UT,Utah,49.0,0.0,2004,Adult obesity,11.0,68782.85,330509.1,0.21,,,,49000.0,2004.0,0.21
234135,UT,Utah,49.0,0.0,2005,Adult obesity,11.0,75586.19,352989.0,0.21,,,,49000.0,2005.0,0.21
234136,UT,Utah,49.0,0.0,2006,Adult obesity,11.0,86171.81,378891.0,0.23,,,,49000.0,2006.0,0.23
234137,UT,Utah,49.0,0.0,2007,Adult obesity,11.0,98270.19,410598.3,0.24,,,,49000.0,2007.0,0.24
234138,UT,Utah,49.0,0.0,2008,Adult obesity,11.0,106148.94,434503.6,0.24,,,2011.0,49000.0,2008.0,0.24
234139,UT,Utah,49.0,0.0,2009,Adult obesity,11.0,113332.32,453320.0,0.25,,,2012.0,49000.0,2009.0,0.25
234140,UT,Utah,49.0,0.0,2010,Adult obesity,11.0,449751.0,1812927.927,0.248079912,,,2014.0,49000.0,2010.0,0.248079912
234344,VT,Vermont,50.0,0.0,2004,Adult obesity,11.0,18814.22,92863.0,0.2,,,,50000.0,2004.0,0.2
234345,VT,Vermont,50.0,0.0,2005,Adult obesity,11.0,20287.93,97575.0,0.21,,,,50000.0,2005.0,0.21
234346,VT,Vermont,50.0,0.0,2006,Adult obesity,11.0,22597.95,102500.0,0.22,,,,50000.0,2006.0,0.22
234347,VT,Vermont,50.0,0.0,2007,Adult obesity,11.0,23990.63,105253.0,0.23,,,,50000.0,2007.0,0.23
234348,VT,Vermont,50.0,0.0,2008,Adult obesity,11.0,25196.4,108114.0,0.23,,,2011.0,50000.0,2008.0,0.23
234349,VT,Vermont,50.0,0.0,2009,Adult obesity,11.0,28024.71,114429.0,0.24,,,2012.0,50000.0,2009.0,0.24
234350,VT,Vermont,50.0,0.0,2010,Adult obesity,11.0,116844.0,476058.9511,0.245440191,,,2014.0,50000.0,2010.0,0.245440191
234449,VA,Virginia,51.0,0.0,2004,Adult obesity,11.0,323027.14,1318070.2,0.25,,,,51000.0,2004.0,0.25
234450,VA,Virginia,51.0,0.0,2005,Adult obesity,11.0,357056.25,1399226.0,0.26,,,,51000.0,2005.0,0.26
234451,VA,Virginia,51.0,0.0,2006,Adult obesity,11.0,395695.94,1477306.6,0.27,,,,51000.0,2006.0,0.27
234452,VA,Virginia,51.0,0.0,2007,Adult obesity,11.0,407151.58,1509370.9,0.27,,,,51000.0,2007.0,0.27
234453,VA,Virginia,51.0,0.0,2008,Adult obesity,11.0,418620.18,1536006.5,0.27,,,2011.0,51000.0,2008.0,0.27
234454,VA,Virginia,51.0,0.0,2009,Adult obesity,11.0,468597.32,1632246.0,0.29,,,2012.0,51000.0,2009.0,0.29
234455,VA,Virginia,51.0,0.0,2010,Adult obesity,11.0,1679762.0,5942239.423,0.282681643,,,2014.0,51000.0,2010.0,0.282681643
235394,WA,Washington,53.0,0.0,2004,Adult obesity,11.0,242000.88,1037060.4,0.23,,,,53000.0,2004.0,0.23
235395,WA,Washington,53.0,0.0,2005,Adult obesity,11.0,262518.25,1090765.0,0.24,,,,53000.0,2005.0,0.24
235396,WA,Washington,53.0,0.0,2006,Adult obesity,11.0,296596.92,1171355.1,0.25,,,,53000.0,2006.0,0.25
235397,WA,Washington,53.0,0.0,2007,Adult obesity,11.0,321284.06,1220058.8,0.26,,,,53000.0,2007.0,0.26
235398,WA,Washington,53.0,0.0,2008,Adult obesity,11.0,348578.73,1283320.0,0.27,,,2011.0,53000.0,2008.0,0.27
235399,WA,Washington,53.0,0.0,2009,Adult obesity,11.0,373165.84,1341720.0,0.28,,,2012.0,53000.0,2009.0,0.28
235400,WA,Washington,53.0,0.0,2010,Adult obesity,11.0,1369641.0,4971749.207,0.275484732,,,2014.0,53000.0,2010.0,0.275484732
235674,WV,West Virginia,54.0,0.0,2004,Adult obesity,11.0,112544.6,392224.0,0.29,,,,54000.0,2004.0,0.29
235675,WV,West Virginia,54.0,0.0,2005,Adult obesity,11.0,121209.56,409248.0,0.3,,,,54000.0,2005.0,0.3
235676,WV,West Virginia,54.0,0.0,2006,Adult obesity,11.0,129437.3,421737.0,0.31,,,,54000.0,2006.0,0.31
235677,WV,West Virginia,54.0,0.0,2007,Adult obesity,11.0,134303.34,428728.0,0.31,,,,54000.0,2007.0,0.31
235678,WV,West Virginia,54.0,0.0,2008,Adult obesity,11.0,137946.94,435301.0,0.32,,,2011.0,54000.0,2008.0,0.32
235679,WV,West Virginia,54.0,0.0,2009,Adult obesity,11.0,150420.25,455033.0,0.33,,,2012.0,54000.0,2009.0,0.33
235680,WV,West Virginia,54.0,0.0,2010,Adult obesity,11.0,467413.0,1416209.933,0.330044995,,,2014.0,54000.0,2010.0,0.330044995
236066,WI,Wisconsin,55.0,0.0,2004,Adult obesity,11.0,232379.76,960782.1,0.24,,,,55000.0,2004.0,0.24
236067,WI,Wisconsin,55.0,0.0,2005,Adult obesity,11.0,272192.3,1050021.0,0.26,,,,55000.0,2005.0,0.26
236068,WI,Wisconsin,55.0,0.0,2006,Adult obesity,11.0,294599.42,1093788.9,0.27,,,,55000.0,2006.0,0.27
236069,WI,Wisconsin,55.0,0.0,2007,Adult obesity,11.0,311985.63,1129954.8,0.28,,,,55000.0,2007.0,0.28
236070,WI,Wisconsin,55.0,0.0,2008,Adult obesity,11.0,330414.16,1170103.7,0.28,,,2011.0,55000.0,2008.0,0.28
236071,WI,Wisconsin,55.0,0.0,2009,Adult obesity,11.0,360299.26,1220019.0,0.3,,,2012.0,55000.0,2009.0,0.3
236072,WI,Wisconsin,55.0,0.0,2010,Adult obesity,11.0,1218696.0,4190657.541,0.290812596,,,2014.0,55000.0,2010.0,0.290812596
236577,WY,Wyoming,56.0,0.0,2004,Adult obesity,11.0,17451.25,80022.8,0.22,,,,56000.0,2004.0,0.22
236578,WY,Wyoming,56.0,0.0,2005,Adult obesity,11.0,19265.32,84366.0,0.23,,,,56000.0,2005.0,0.23
236579,WY,Wyoming,56.0,0.0,2006,Adult obesity,11.0,21177.7,88751.8,0.24,,,,56000.0,2006.0,0.24
236580,WY,Wyoming,56.0,0.0,2007,Adult obesity,11.0,23100.94,93042.4,0.25,,,,56000.0,2007.0,0.25
236581,WY,Wyoming,56.0,0.0,2008,Adult obesity,11.0,24726.61,97132.8,0.25,,,2011.0,56000.0,2008.0,0.25
236582,WY,Wyoming,56.0,0.0,2009,Adult obesity,11.0,27059.42,102397.0,0.26,,,2012.0,56000.0,2009.0,0.26
236583,WY,Wyoming,56.0,0.0,2010,Adult obesity,11.0,106507.0,413553.0249,0.25754134,,,2014.0,56000.0,2010.0,0.25754134
